REPORT : H,IGHLOW Rev,2.1,,,,,,RUN :,2007-11-23 00:00:00,
_x000c_ REPORT :,HIGHLOW Rev,2.1,,,,,,RUN :,2007-11-23 00:00:00,
,,,DAILY,"HIGH, LOW",AND CLOSIN,G PRICES A,S AT    23-NOV-2,007          PAGE:,**,
,,,==========,===========,===========,==========,================,,,
Company Id,:  JKL,Security,Type :  N,Sub T,ype :  0000,,,,,
Short Name,:  JOHN KEE,LLS,,,,,,,,
-----------,-----------,------------,------------,-----------,-----------,----------,----------------,-------------------,-------------,------
Day,Date High,High,Date Low,Low,Closing,Trades(No,.)  Shares(No.),Turnover(Rs.),Last TradedD,ays Tr
----------,-----------,------------,------------,-----------,-----------,----------,----------------,-------------------,-------------,------
2006-03-10 00:00:00,2006-03-10 00:00:00,102,2006-03-10 00:00:00,100,100.25,4,1200,120200,2006-03-10 00:00:00,1
2006-03-15 00:00:00,2006-03-15 00:00:00,101.5,2006-03-15 00:00:00,101.25,101.5,4,500,50675,2006-03-15 00:00:00,1
2006-03-16 00:00:00,2006-03-16 00:00:00,105,2006-03-16 00:00:00,103,104.75,3,1000,104700,2006-03-16 00:00:00,1
2006-03-17 00:00:00,2006-03-17 00:00:00,105,2006-03-17 00:00:00,101,104.75,3,1200,123900,2006-03-17 00:00:00,1
2006-03-21 00:00:00,2006-03-21 00:00:00,100,2006-03-21 00:00:00,100,100,1,1000,100000,2006-03-21 00:00:00,1
2006-03-22 00:00:00,2006-03-22 00:00:00,100,2006-03-22 00:00:00,100,100,2,200,20000,2006-03-22 00:00:00,1
2006-03-27 00:00:00,2006-03-27 00:00:00,100,2006-03-27 00:00:00,100,100,1,500,50000,2006-03-27 00:00:00,1
2006-03-28 00:00:00,2006-03-28 00:00:00,100,2006-03-28 00:00:00,97,100,3,500,49400,2006-03-28 00:00:00,1
2006-03-29 00:00:00,2006-03-29 00:00:00,104.75,2006-03-29 00:00:00,104.75,104.75,1,100,10475,2006-03-29 00:00:00,1
2006-03-31 00:00:00,2006-03-31 00:00:00,100,2006-03-31 00:00:00,99.75,99.75,4,2400,239675,2006-03-31 00:00:00,1
2006-04-03 00:00:00,2006-04-03 00:00:00,103,2006-04-03 00:00:00,103,103,1,100,10300,2006-04-03 00:00:00,1
2006-04-05 00:00:00,2006-04-05 00:00:00,110,2006-04-05 00:00:00,103,103.25,5,5400,557400,2006-04-05 00:00:00,1
2006-04-10 00:00:00,2006-04-10 00:00:00,100,2006-04-10 00:00:00,100,100,2,2000,200000,2006-04-10 00:00:00,1
2006-04-17 00:00:00,2006-04-17 00:00:00,100.25,2006-04-17 00:00:00,100.25,100.25,1,500,50125,2006-04-17 00:00:00,1
2006-04-18 00:00:00,2006-04-18 00:00:00,100,2006-04-18 00:00:00,100,100,3,1100,110000,2006-04-18 00:00:00,1
2006-04-19 00:00:00,2006-04-19 00:00:00,100,2006-04-19 00:00:00,100,100,1,400,40000,2006-04-19 00:00:00,1
2006-04-20 00:00:00,2006-04-20 00:00:00,104,2006-04-20 00:00:00,100,101.5,6,6200,624900,2006-04-20 00:00:00,1
2006-04-21 00:00:00,2006-04-21 00:00:00,100,2006-04-21 00:00:00,100,100,9,4000,400000,2006-04-21 00:00:00,1
2006-04-24 00:00:00,2006-04-24 00:00:00,96.5,2006-04-24 00:00:00,96.5,96.5,1,400,38600,2006-04-24 00:00:00,1
2006-04-26 00:00:00,2006-04-26 00:00:00,99,2006-04-26 00:00:00,99,99,1,200,19800,2006-04-26 00:00:00,1
2006-04-27 00:00:00,2006-04-27 00:00:00,98.25,2006-04-27 00:00:00,98,98,7,1300,127700,2006-04-27 00:00:00,1
2006-04-28 00:00:00,2006-04-28 00:00:00,100,2006-04-28 00:00:00,100,100,2,700,70000,2006-04-28 00:00:00,1
2006-05-02 00:00:00,2006-05-02 00:00:00,99.75,2006-05-02 00:00:00,99.5,99.75,3,1300,129575,2006-05-02 00:00:00,1
2006-05-05 00:00:00,2006-05-05 00:00:00,100,2006-05-05 00:00:00,99,99.5,2,200,19900,2006-05-05 00:00:00,1
2006-05-08 00:00:00,2006-05-08 00:00:00,95,2006-05-08 00:00:00,95,95,1,400,38000,2006-05-08 00:00:00,1
2006-05-09 00:00:00,2006-05-09 00:00:00,96,2006-05-09 00:00:00,96,96,1,500,48000,2006-05-09 00:00:00,1
2006-05-15 00:00:00,2006-05-15 00:00:00,91,2006-05-15 00:00:00,91,91,1,100,9100,2006-05-15 00:00:00,1
2006-05-17 00:00:00,2006-05-17 00:00:00,95,2006-05-17 00:00:00,95,95,7,1000,95000,2006-05-17 00:00:00,1
2006-05-18 00:00:00,2006-05-18 00:00:00,94.75,2006-05-18 00:00:00,94,94,3,700,65950,2006-05-18 00:00:00,1
2006-05-19 00:00:00,2006-05-19 00:00:00,96,2006-05-19 00:00:00,95,96,5,900,86200,2006-05-19 00:00:00,1
2006-05-22 00:00:00,2006-05-22 00:00:00,95,2006-05-22 00:00:00,94,94,4,2000,189500,2006-05-22 00:00:00,1
2006-05-23 00:00:00,2006-05-23 00:00:00,95,2006-05-23 00:00:00,94,94,11,4000,377425,2006-05-23 00:00:00,1
2006-05-25 00:00:00,2006-05-25 00:00:00,95,2006-05-25 00:00:00,93.5,95,4,400,37700,2006-05-25 00:00:00,1
2006-05-26 00:00:00,2006-05-26 00:00:00,96,2006-05-26 00:00:00,95,95,11,2800,266200,2006-05-26 00:00:00,1
2006-05-29 00:00:00,2006-05-29 00:00:00,95,2006-05-29 00:00:00,94.75,94.75,4,1600,151875,2006-05-29 00:00:00,1
2006-05-30 00:00:00,2006-05-30 00:00:00,95,2006-05-30 00:00:00,95,95,2,200,19000,2006-05-30 00:00:00,1
2006-05-31 00:00:00,2006-05-31 00:00:00,94,2006-05-31 00:00:00,93,93,3,1900,176800,2006-05-31 00:00:00,1
2006-06-01 00:00:00,2006-06-01 00:00:00,95,2006-06-01 00:00:00,93,95,2,200,18800,2006-06-01 00:00:00,1
2006-06-05 00:00:00,2006-06-05 00:00:00,95.75,2006-06-05 00:00:00,95,95.25,4,1200,114175,2006-06-05 00:00:00,1
2006-06-07 00:00:00,2006-06-07 00:00:00,95,2006-06-07 00:00:00,95,95,8,4000,380000,2006-06-07 00:00:00,1
2006-06-08 00:00:00,2006-06-08 00:00:00,93.5,2006-06-08 00:00:00,93.5,93.5,1,100,9350,2006-06-08 00:00:00,1
2006-06-09 00:00:00,2006-06-09 00:00:00,93,2006-06-09 00:00:00,93,93,2,1300,120900,2006-06-09 00:00:00,1
2006-06-12 00:00:00,2006-06-12 00:00:00,93,2006-06-12 00:00:00,92,92.5,5,1800,166600,2006-06-12 00:00:00,1
2006-06-13 00:00:00,2006-06-13 00:00:00,93,2006-06-13 00:00:00,93,93,7,1300,120900,2006-06-13 00:00:00,1
2006-06-14 00:00:00,2006-06-14 00:00:00,93,2006-06-14 00:00:00,92,93,4,1100,102200,2006-06-14 00:00:00,1
2006-06-15 00:00:00,2006-06-15 00:00:00,90.5,2006-06-15 00:00:00,88,88,9,2700,240800,2006-06-15 00:00:00,1
2006-06-16 00:00:00,2006-06-16 00:00:00,88,2006-06-16 00:00:00,88,88,8,4400,387200,2006-06-16 00:00:00,1
2006-06-19 00:00:00,2006-06-19 00:00:00,85,2006-06-19 00:00:00,85,85,2,500,42500,2006-06-19 00:00:00,1
2006-06-20 00:00:00,2006-06-20 00:00:00,85,2006-06-20 00:00:00,84,84,7,1500,127000,2006-06-20 00:00:00,1
2006-06-21 00:00:00,2006-06-21 00:00:00,84,2006-06-21 00:00:00,84,84,1,100,8400,2006-06-21 00:00:00,1
2006-06-22 00:00:00,2006-06-22 00:00:00,84,2006-06-22 00:00:00,84,84,1,700,58800,2006-06-22 00:00:00,1
2006-06-23 00:00:00,2006-06-23 00:00:00,87.5,2006-06-23 00:00:00,85,85,4,400,34250,2006-06-23 00:00:00,1
2006-06-26 00:00:00,2006-06-26 00:00:00,85,2006-06-26 00:00:00,85,85,2,200,17000,2006-06-26 00:00:00,1
_x000c_ REPORT :,HIGHLOW Rev,2.1,,,,,,RUN :,2007-11-23 00:00:00,
,,,DAILY,"HIGH, LOW",AND CLOSIN,G PRICES A,S AT    23-NOV-2,007          PAGE:,**,
,,,==========,===========,===========,==========,================,,,
Company Id,:  JKL,Security,Type :  N,Sub T,ype :  0000,,,,,
Short Name,:  JOHN KEE,LLS,,,,,,,,
-----------,-----------,------------,------------,-----------,-----------,----------,----------------,-------------------,-------------,------
Day,Date High,High,Date Low,Low,Closing,Trades(No,.)  Shares(No.),Turnover(Rs.),Last TradedD,ays Tr
----------,-----------,------------,------------,-----------,-----------,----------,----------------,-------------------,-------------,------
2006-06-27 00:00:00,2006-06-27 00:00:00,85.25,2006-06-27 00:00:00,85,85.25,4,1000,85125,2006-06-27 00:00:00,1
2006-06-28 00:00:00,2006-06-28 00:00:00,85,2006-06-28 00:00:00,84,84,4,1800,151400,2006-06-28 00:00:00,1
2006-06-29 00:00:00,2006-06-29 00:00:00,86,2006-06-29 00:00:00,85,85.75,3,400,34300,2006-06-29 00:00:00,1
2006-06-30 00:00:00,2006-06-30 00:00:00,83.5,2006-06-30 00:00:00,83.5,83.5,1,200,16700,2006-06-30 00:00:00,1
2006-07-06 00:00:00,2006-07-06 00:00:00,83.5,2006-07-06 00:00:00,83.5,83.5,1,100,8350,2006-07-06 00:00:00,1
2006-07-07 00:00:00,2006-07-07 00:00:00,83.5,2006-07-07 00:00:00,83.5,83.5,1,200,16700,2006-07-07 00:00:00,1
2006-07-11 00:00:00,2006-07-11 00:00:00,84.5,2006-07-11 00:00:00,83.5,84,8,2400,202250,2006-07-11 00:00:00,1
2006-07-12 00:00:00,2006-07-12 00:00:00,94.75,2006-07-12 00:00:00,90,92.75,6,1300,120625,2006-07-12 00:00:00,1
2006-07-13 00:00:00,2006-07-13 00:00:00,89,2006-07-13 00:00:00,89,89,1,2000,178000,2006-07-13 00:00:00,1
2006-07-14 00:00:00,2006-07-14 00:00:00,86.75,2006-07-14 00:00:00,86.5,86.5,5,11500,994775,2006-07-14 00:00:00,1
2006-07-17 00:00:00,2006-07-17 00:00:00,88,2006-07-17 00:00:00,88,88,1,100,8800,2006-07-17 00:00:00,1
2006-07-19 00:00:00,2006-07-19 00:00:00,88,2006-07-19 00:00:00,88,88,1,100,8800,2006-07-19 00:00:00,1
2006-07-21 00:00:00,2006-07-21 00:00:00,86.5,2006-07-21 00:00:00,86.25,86.5,5,600,51850,2006-07-21 00:00:00,1
2006-07-25 00:00:00,2006-07-25 00:00:00,85,2006-07-25 00:00:00,83.25,84.5,7,2000,169125,2006-07-25 00:00:00,1
2006-07-31 00:00:00,2006-07-31 00:00:00,84.5,2006-07-31 00:00:00,84.5,84.5,2,200,16900,2006-07-31 00:00:00,1
2006-08-02 00:00:00,2006-08-02 00:00:00,83.25,2006-08-02 00:00:00,82,82.25,4,1500,123800,2006-08-02 00:00:00,1
2006-08-11 00:00:00,2006-08-11 00:00:00,85.75,2006-08-11 00:00:00,85,85.25,3,400,34075,2006-08-11 00:00:00,1
2006-08-21 00:00:00,2006-08-21 00:00:00,80.25,2006-08-21 00:00:00,80.25,80.25,1,1000,80250,2006-08-21 00:00:00,1
2006-08-22 00:00:00,2006-08-22 00:00:00,85,2006-08-22 00:00:00,85,85,1,100,8500,2006-08-22 00:00:00,1
2006-08-23 00:00:00,2006-08-23 00:00:00,86.75,2006-08-23 00:00:00,85,85,4,10400,884175,2006-08-23 00:00:00,1
2006-08-24 00:00:00,2006-08-24 00:00:00,86,2006-08-24 00:00:00,85,85,3,11100,943600,2006-08-24 00:00:00,1
2006-08-28 00:00:00,2006-08-28 00:00:00,85,2006-08-28 00:00:00,82,84.75,9,3000,254400,2006-08-28 00:00:00,1
2006-08-29 00:00:00,2006-08-29 00:00:00,86.5,2006-08-29 00:00:00,86,86,3,1100,94650,2006-08-29 00:00:00,1
2006-08-30 00:00:00,2006-08-30 00:00:00,85,2006-08-30 00:00:00,85,85,1,100,8500,2006-08-30 00:00:00,1
2006-08-31 00:00:00,2006-08-31 00:00:00,86,2006-08-31 00:00:00,86,86,1,100,8600,2006-08-31 00:00:00,1
2006-09-01 00:00:00,2006-09-01 00:00:00,86.5,2006-09-01 00:00:00,86.5,86.5,3,300,25950,2006-09-01 00:00:00,1
2006-09-08 00:00:00,2006-09-08 00:00:00,86,2006-09-08 00:00:00,86,86,2,300,25800,2006-09-08 00:00:00,1
2006-09-11 00:00:00,2006-09-11 00:00:00,86.5,2006-09-11 00:00:00,86,86.5,5,800,69100,2006-09-11 00:00:00,1
2006-09-12 00:00:00,2006-09-12 00:00:00,90,2006-09-12 00:00:00,90,90,3,300,27000,2006-09-12 00:00:00,1
2006-09-13 00:00:00,2006-09-13 00:00:00,89,2006-09-13 00:00:00,86.5,89,2,400,34850,2006-09-13 00:00:00,1
2006-09-14 00:00:00,2006-09-14 00:00:00,91,2006-09-14 00:00:00,91,91,3,1300,118300,2006-09-14 00:00:00,1
2006-09-15 00:00:00,2006-09-15 00:00:00,91,2006-09-15 00:00:00,91,91,2,300,27300,2006-09-15 00:00:00,1
2006-09-18 00:00:00,2006-09-18 00:00:00,91,2006-09-18 00:00:00,90.5,91,14,11200,1019150,2006-09-18 00:00:00,1
2006-09-19 00:00:00,2006-09-19 00:00:00,90.5,2006-09-19 00:00:00,90.5,90.5,1,100,9050,2006-09-19 00:00:00,1
2006-09-20 00:00:00,2006-09-20 00:00:00,95,2006-09-20 00:00:00,92,94.5,7,900,84850,2006-09-20 00:00:00,1
2006-09-22 00:00:00,2006-09-22 00:00:00,95,2006-09-22 00:00:00,95,95,4,400,38000,2006-09-22 00:00:00,1
2006-09-28 00:00:00,2006-09-28 00:00:00,95,2006-09-28 00:00:00,95,95,1,300,28500,2006-09-28 00:00:00,1
2006-09-29 00:00:00,2006-09-29 00:00:00,95,2006-09-29 00:00:00,95,95,2,1100,104500,2006-09-29 00:00:00,1
2006-10-04 00:00:00,2006-10-04 00:00:00,99,2006-10-04 00:00:00,95,97.75,28,12600,1206050,2006-10-04 00:00:00,1
2006-10-05 00:00:00,2006-10-05 00:00:00,101,2006-10-05 00:00:00,98,98,3,400,39700,2006-10-05 00:00:00,1
2006-10-09 00:00:00,2006-10-09 00:00:00,99,2006-10-09 00:00:00,98,98,7,1100,107975,2006-10-09 00:00:00,1
2006-10-10 00:00:00,2006-10-10 00:00:00,99,2006-10-10 00:00:00,95,95.25,11,6800,650925,2006-10-10 00:00:00,1
2006-10-11 00:00:00,2006-10-11 00:00:00,95.25,2006-10-11 00:00:00,95,95.25,8,2400,228350,2006-10-11 00:00:00,1
2006-10-12 00:00:00,2006-10-12 00:00:00,94.5,2006-10-12 00:00:00,94.5,94.5,1,100,9450,2006-10-12 00:00:00,1
2006-10-13 00:00:00,2006-10-13 00:00:00,96,2006-10-13 00:00:00,95,95,11,4800,456100,2006-10-13 00:00:00,1
2006-10-18 00:00:00,2006-10-18 00:00:00,94,2006-10-18 00:00:00,94,94,1,100,9400,2006-10-18 00:00:00,1
2006-10-20 00:00:00,2006-10-20 00:00:00,95,2006-10-20 00:00:00,95,95,1,100,9500,2006-10-20 00:00:00,1
2006-10-23 00:00:00,2006-10-23 00:00:00,96.5,2006-10-23 00:00:00,95,95,9,2500,237850,2006-10-23 00:00:00,1
2006-10-25 00:00:00,2006-10-25 00:00:00,98,2006-10-25 00:00:00,98,98,1,200,19600,2006-10-25 00:00:00,1
2006-10-26 00:00:00,2006-10-26 00:00:00,95.25,2006-10-26 00:00:00,95,95,2,300,28525,2006-10-26 00:00:00,1
2006-10-27 00:00:00,2006-10-27 00:00:00,95,2006-10-27 00:00:00,94,94,8,5300,499400,2006-10-27 00:00:00,1
2006-11-01 00:00:00,2006-11-01 00:00:00,92,2006-11-01 00:00:00,92,92,4,1900,174800,2006-11-01 00:00:00,1
2006-11-02 00:00:00,2006-11-02 00:00:00,92,2006-11-02 00:00:00,90,90.75,6,1100,100400,2006-11-02 00:00:00,1
_x000c_ REPORT :,HIGHLOW Rev,2.1,,,,,,RUN :,2007-11-23 00:00:00,
,,,DAILY,"HIGH, LOW",AND CLOSIN,G PRICES A,S AT    23-NOV-2,007          PAGE:,**,
,,,==========,===========,===========,==========,================,,,
Company Id,:  JKL,Security,Type :  N,Sub T,ype :  0000,,,,,
Short Name,:  JOHN KEE,LLS,,,,,,,,
-----------,-----------,------------,------------,-----------,-----------,----------,----------------,-------------------,-------------,------
Day,Date High,High,Date Low,Low,Closing,Trades(No,.)  Shares(No.),Turnover(Rs.),Last TradedD,ays Tr
----------,-----------,------------,------------,-----------,-----------,----------,----------------,-------------------,-------------,------
2006-11-03 00:00:00,2006-11-03 00:00:00,90,2006-11-03 00:00:00,90,90,2,2000,180000,2006-11-03 00:00:00,1
2006-11-06 00:00:00,2006-11-06 00:00:00,90,2006-11-06 00:00:00,89,90,3,1600,143900,2006-11-06 00:00:00,1
2006-11-07 00:00:00,2006-11-07 00:00:00,90,2006-11-07 00:00:00,88.25,90,20,6500,584625,2006-11-07 00:00:00,1
2006-11-08 00:00:00,2006-11-08 00:00:00,92,2006-11-08 00:00:00,89,91.25,18,6800,613600,2006-11-08 00:00:00,1
2006-11-09 00:00:00,2006-11-09 00:00:00,97,2006-11-09 00:00:00,93.75,94.75,19,8500,807575,2006-11-09 00:00:00,1
2006-11-10 00:00:00,2006-11-10 00:00:00,93,2006-11-10 00:00:00,91,92,5,1600,147375,2006-11-10 00:00:00,1
2006-11-13 00:00:00,2006-11-13 00:00:00,92,2006-11-13 00:00:00,91.25,91.75,5,2600,238750,2006-11-13 00:00:00,1
2006-11-14 00:00:00,2006-11-14 00:00:00,103,2006-11-14 00:00:00,92,100.5,169,57000,5702650,2006-11-14 00:00:00,1
2006-11-15 00:00:00,2006-11-15 00:00:00,102,2006-11-15 00:00:00,96,96,7,3100,308975,2006-11-15 00:00:00,1
2006-11-16 00:00:00,2006-11-16 00:00:00,97,2006-11-16 00:00:00,96,97,17,3700,358500,2006-11-16 00:00:00,1
2006-11-17 00:00:00,2006-11-17 00:00:00,96.5,2006-11-17 00:00:00,92,93.75,4,1200,113850,2006-11-17 00:00:00,1
2006-11-20 00:00:00,2006-11-20 00:00:00,96.5,2006-11-20 00:00:00,90,93,5,1300,122375,2006-11-20 00:00:00,1
2006-11-21 00:00:00,2006-11-21 00:00:00,93,2006-11-21 00:00:00,93,93,1,200,18600,2006-11-21 00:00:00,1
2006-11-22 00:00:00,2006-11-22 00:00:00,91.5,2006-11-22 00:00:00,91.5,91.5,1,100,9150,2006-11-22 00:00:00,1
2006-11-23 00:00:00,2006-11-23 00:00:00,92,2006-11-23 00:00:00,91,91.25,7,1200,109650,2006-11-23 00:00:00,1
2006-11-24 00:00:00,2006-11-24 00:00:00,92,2006-11-24 00:00:00,91.5,92,4,1700,156350,2006-11-24 00:00:00,1
2006-11-27 00:00:00,2006-11-27 00:00:00,95,2006-11-27 00:00:00,92.5,93.5,10,2200,208550,2006-11-27 00:00:00,1
2006-11-28 00:00:00,2006-11-28 00:00:00,92.25,2006-11-28 00:00:00,92,92,3,300,27625,2006-11-28 00:00:00,1
2006-11-29 00:00:00,2006-11-29 00:00:00,91.75,2006-11-29 00:00:00,91.5,91.75,2,200,18325,2006-11-29 00:00:00,1
2006-11-30 00:00:00,2006-11-30 00:00:00,93.75,2006-11-30 00:00:00,91,92.5,11,2900,267575,2006-11-30 00:00:00,1
2006-12-01 00:00:00,2006-12-01 00:00:00,92,2006-12-01 00:00:00,92,92,3,1500,138000,2006-12-01 00:00:00,1
2006-12-05 00:00:00,2006-12-05 00:00:00,92,2006-12-05 00:00:00,90.25,91.75,9,2900,265075,2006-12-05 00:00:00,1
2006-12-06 00:00:00,2006-12-06 00:00:00,92,2006-12-06 00:00:00,92,92,1,100,9200,2006-12-06 00:00:00,1
2006-12-07 00:00:00,2006-12-07 00:00:00,90.5,2006-12-07 00:00:00,90.25,90.25,11,1500,135425,2006-12-07 00:00:00,1
2006-12-08 00:00:00,2006-12-08 00:00:00,92,2006-12-08 00:00:00,90.25,90.25,8,2700,245025,2006-12-08 00:00:00,1
2006-12-11 00:00:00,2006-12-11 00:00:00,90,2006-12-11 00:00:00,90,90,2,200,18000,2006-12-11 00:00:00,1
2006-12-12 00:00:00,2006-12-12 00:00:00,90,2006-12-12 00:00:00,89,89.75,5,900,80900,2006-12-12 00:00:00,1
2006-12-13 00:00:00,2006-12-13 00:00:00,89.75,2006-12-13 00:00:00,88,88,3,800,70800,2006-12-13 00:00:00,1
2006-12-14 00:00:00,2006-12-14 00:00:00,88,2006-12-14 00:00:00,87,87,2,300,26300,2006-12-14 00:00:00,1
2006-12-15 00:00:00,2006-12-15 00:00:00,87,2006-12-15 00:00:00,86.5,86.75,8,1400,121550,2006-12-15 00:00:00,1
2006-12-18 00:00:00,2006-12-18 00:00:00,87,2006-12-18 00:00:00,87,87,1,400,34800,2006-12-18 00:00:00,1
2006-12-19 00:00:00,2006-12-19 00:00:00,87,2006-12-19 00:00:00,87,87,1,200,17400,2006-12-19 00:00:00,1
2006-12-20 00:00:00,2006-12-20 00:00:00,88,2006-12-20 00:00:00,88,88,2,300,26400,2006-12-20 00:00:00,1
2006-12-21 00:00:00,2006-12-21 00:00:00,88,2006-12-21 00:00:00,87,87.25,4,400,34975,2006-12-21 00:00:00,1
2006-12-22 00:00:00,2006-12-22 00:00:00,88,2006-12-22 00:00:00,87.25,88,3,500,43925,2006-12-22 00:00:00,1
2006-12-26 00:00:00,2006-12-26 00:00:00,88,2006-12-26 00:00:00,88,88,1,200,17600,2006-12-26 00:00:00,1
2006-12-28 00:00:00,2006-12-28 00:00:00,91.75,2006-12-28 00:00:00,91.75,91.75,1,200,18350,2006-12-28 00:00:00,1
2006-12-29 00:00:00,2006-12-29 00:00:00,91.75,2006-12-29 00:00:00,89,89,6,2400,216075,2006-12-29 00:00:00,1
Company Id,:  KAHA,Security,Type :  N,Sub T,ype :  0000,,,,,
Short Name,:  KAHAWATT,E,,,,,,,,
-----------,-----------,------------,------------,-----------,-----------,----------,----------------,-------------------,-------------,------
Day,Date High,High,Date Low,Low,Closing,Trades(No,.)  Shares(No.),Turnover(Rs.),Last TradedD,ays Tr
----------,-----------,------------,------------,-----------,-----------,----------,----------------,-------------------,-------------,------
2006-01-02 00:00:00,2006-01-02 00:00:00,5,2006-01-02 00:00:00,5,5,10,17100,85500,2006-01-02 00:00:00,1
2006-01-03 00:00:00,2006-01-03 00:00:00,5.25,2006-01-03 00:00:00,5,5,20,14500,72650,2006-01-03 00:00:00,1
2006-01-04 00:00:00,2006-01-04 00:00:00,5,2006-01-04 00:00:00,4.75,5,13,24100,119750,2006-01-04 00:00:00,1
2006-01-05 00:00:00,2006-01-05 00:00:00,4.75,2006-01-05 00:00:00,4.75,4.75,3,2000,9500,2006-01-05 00:00:00,1
2006-01-06 00:00:00,2006-01-06 00:00:00,4.75,2006-01-06 00:00:00,4.75,4.75,3,1000,4750,2006-01-06 00:00:00,1
2006-01-09 00:00:00,2006-01-09 00:00:00,4.75,2006-01-09 00:00:00,4.5,4.5,11,13400,61175,2006-01-09 00:00:00,1
2006-01-10 00:00:00,2006-01-10 00:00:00,5,2006-01-10 00:00:00,5,5,2,1200,6000,2006-01-10 00:00:00,1
2006-01-16 00:00:00,2006-01-16 00:00:00,4.75,2006-01-16 00:00:00,4.5,4.5,4,3400,15425,2006-01-16 00:00:00,1
_x000c_ REPORT :,HIGHLOW Rev,2.1,,,,,,RUN :,2007-11-23 00:00:00,
,,,DAILY,"HIGH, LOW",AND CLOSIN,G PRICES A,S AT    23-NOV-2,007          PAGE:,**,
,,,==========,===========,===========,==========,================,,,
Company Id,:  KAHA,Security,Type :  N,Sub T,ype :  0000,,,,,
Short Name,:  KAHAWATT,E,,,,,,,,
-----------,-----------,------------,------------,-----------,-----------,----------,----------------,-------------------,-------------,------
Day,Date High,High,Date Low,Low,Closing,Trades(No,.)  Shares(No.),Turnover(Rs.),Last TradedD,ays Tr
----------,-----------,------------,------------,-----------,-----------,----------,----------------,-------------------,-------------,------
2006-01-17 00:00:00,2006-01-17 00:00:00,4.5,2006-01-17 00:00:00,4.5,4.5,6,9100,40950,2006-01-17 00:00:00,1
2006-01-18 00:00:00,2006-01-18 00:00:00,4.5,2006-01-18 00:00:00,4.5,4.5,2,1600,7200,2006-01-18 00:00:00,1
2006-01-20 00:00:00,2006-01-20 00:00:00,5,2006-01-20 00:00:00,4.75,4.75,6,3400,16400,2006-01-20 00:00:00,1
2006-01-23 00:00:00,2006-01-23 00:00:00,5,2006-01-23 00:00:00,5,5,6,1500,7500,2006-01-23 00:00:00,1
2006-01-24 00:00:00,2006-01-24 00:00:00,5,2006-01-24 00:00:00,5,5,4,3300,16500,2006-01-24 00:00:00,1
2006-01-25 00:00:00,2006-01-25 00:00:00,5,2006-01-25 00:00:00,4.75,5,4,7300,36425,2006-01-25 00:00:00,1
2006-01-26 00:00:00,2006-01-26 00:00:00,5.75,2006-01-26 00:00:00,5.5,5.75,28,74600,417400,2006-01-26 00:00:00,1
2006-01-27 00:00:00,2006-01-27 00:00:00,5.75,2006-01-27 00:00:00,5.25,5.5,15,25200,138825,2006-01-27 00:00:00,1
2006-01-30 00:00:00,2006-01-30 00:00:00,5.5,2006-01-30 00:00:00,5.5,5.5,2,300,1650,2006-01-30 00:00:00,1
2006-01-31 00:00:00,2006-01-31 00:00:00,6,2006-01-31 00:00:00,5.75,6,16,53800,317925,2006-01-31 00:00:00,1
2006-02-01 00:00:00,2006-02-01 00:00:00,5.75,2006-02-01 00:00:00,5.75,5.75,1,900,5175,2006-02-01 00:00:00,1
2006-02-02 00:00:00,2006-02-02 00:00:00,5.75,2006-02-02 00:00:00,5.5,5.75,7,10700,61050,2006-02-02 00:00:00,1
2006-02-06 00:00:00,2006-02-06 00:00:00,5.75,2006-02-06 00:00:00,5.5,5.5,5,13400,75300,2006-02-06 00:00:00,1
2006-02-07 00:00:00,2006-02-07 00:00:00,5.75,2006-02-07 00:00:00,5.75,5.75,4,9000,51750,2006-02-07 00:00:00,1
2006-02-08 00:00:00,2006-02-08 00:00:00,6.5,2006-02-08 00:00:00,5.75,6.25,74,167600,1036225,2006-02-08 00:00:00,1
2006-02-09 00:00:00,2006-02-09 00:00:00,6.75,2006-02-09 00:00:00,6.25,6.25,42,100300,637125,2006-02-09 00:00:00,1
2006-02-10 00:00:00,2006-02-10 00:00:00,6.25,2006-02-10 00:00:00,6.25,6.25,2,600,3750,2006-02-10 00:00:00,1
2006-02-13 00:00:00,2006-02-13 00:00:00,6.5,2006-02-13 00:00:00,6.5,6.5,14,14600,94900,2006-02-13 00:00:00,1
2006-02-14 00:00:00,2006-02-14 00:00:00,6.5,2006-02-14 00:00:00,6.25,6.25,8,7300,45650,2006-02-14 00:00:00,1
2006-02-15 00:00:00,2006-02-15 00:00:00,7,2006-02-15 00:00:00,6.25,6.75,92,193800,1303275,2006-02-15 00:00:00,1
2006-02-16 00:00:00,2006-02-16 00:00:00,6.75,2006-02-16 00:00:00,6.5,6.5,16,17100,112025,2006-02-16 00:00:00,1
2006-02-17 00:00:00,2006-02-17 00:00:00,6.5,2006-02-17 00:00:00,6.25,6.25,8,15600,101375,2006-02-17 00:00:00,1
2006-02-20 00:00:00,2006-02-20 00:00:00,6.5,2006-02-20 00:00:00,6.25,6.25,7,18100,117375,2006-02-20 00:00:00,1
